"","complaintNum","complaintDate","complaintTime","unknownDate","unknownTime","reportedDate","offenseCode","offenseDescription","internalOffenseCode","internalOffenseDescrption","completion","offenseLevel","jurisdiction","borough","precinct","premise","premiseDescrption","parkName","housingDevelopment","x","y","lat","long","NA"
"2256",838309070,"06/29/2010",00:55:00,NA,NA,"06/29/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"OUTSIDE",NA,NA,NA,1009100,235660,40.813481309,-73.910228274,"(40.813481309, -73.910228274)"
"2257",319679215,"06/28/2010",19:52:00,NA,NA,"06/28/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1007800,181210,40.664033205,-73.915115264,"(40.664033205, -73.915115264)"
"2258",980070288,"06/27/2010",03:58:00,NA,NA,"06/27/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"INSIDE",NA,NA,NA,1003812,183893,40.67140715,-73.929482253,"(40.67140715, -73.929482253)"
"2259",986452469,"06/26/2010",03:17:00,NA,NA,"06/26/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE",NA,NA,NA,1003876,188412,40.68381064,-73.929238379,"(40.68381064, -73.929238379)"
"2260",560095527,"06/26/2010",02:40:00,NA,NA,"06/26/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE",NA,NA,NA,1009333,191223,40.691512407,-73.909552291,"(40.691512407, -73.909552291)"
"2261",723574728,"06/26/2010",01:22:00,NA,NA,"06/26/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE",NA,NA,NA,1007818,189843,40.687728789,-73.915020196,"(40.687728789, -73.915020196)"
"2262",776499350,"06/26/2010",00:19:00,NA,NA,"06/26/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"INSIDE",NA,NA,"BRONXDALE",1019804,240596,40.826992634,-73.87153287,"(40.826992634, -73.87153287)"
"2263",742593734,"06/25/2010",10:07:00,NA,NA,"06/25/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",61,"OUTSIDE",NA,NA,NA,1000878,155643,40.59387289,-73.940128649,"(40.59387289, -73.940128649)"
"2264",220453532,"06/01/2010",02:00:00,NA,NA,"06/01/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",49,"OUTSIDE",NA,NA,NA,1021958,252793,40.860460858,-73.863681172,"(40.860460858, -73.863681172)"
"2265",542968288,"06/23/2010",11:00:00,NA,NA,"06/23/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",109,"INSIDE",NA,NA,NA,1036000,218684,40.766770233,-73.81318027,"(40.766770233, -73.81318027)"
"2266",510112562,"06/22/2010",23:39:00,NA,NA,"06/22/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",112,"OUTSIDE",NA,NA,NA,1020224,203873,40.726196063,-73.870211871,"(40.726196063, -73.870211871)"
"2267",679276728,"06/22/2010",09:21:00,NA,NA,"06/22/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"OUTSIDE",NA,NA,NA,998950,232870,40.805846252,-73.946902289,"(40.805846252, -73.946902289)"
"2268",451218387,"06/22/2010",01:45:00,NA,NA,"06/22/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE",NA,NA,NA,993824,176863,40.652127784,-73.96549804,"(40.652127784, -73.96549804)"
"2269",892885879,"06/22/2010",00:39:00,NA,NA,"06/22/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1015269,182675,40.668031286,-73.888186474,"(40.668031286, -73.888186474)"
"2270",295122790,"06/21/2010",23:39:00,NA,NA,"06/21/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"INSIDE",NA,NA,NA,1047030,193600,40.697849584,-73.773595394,"(40.697849584, -73.773595394)"
"2271",211784900,"06/21/2010",04:25:00,NA,NA,"06/21/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1044301,188324,40.68338716,-73.783484086,"(40.68338716, -73.783484086)"
"2272",276820298,"06/20/2010",04:45:00,NA,NA,"06/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",40,"OUTSIDE",NA,NA,NA,1007164,239140,40.823038163,-73.917210387,"(40.823038163, -73.917210387)"
"2273",821829004,"06/20/2010",04:20:00,NA,NA,"06/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"OUTSIDE",NA,NA,NA,1002777,248608,40.849035371,-73.933034994,"(40.849035371, -73.933034994)"
"2274",223658478,"06/20/2010",02:48:00,NA,NA,"06/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,999584,169903,40.63301598,-73.944755599,"(40.63301598, -73.944755599)"
"2275",849309133,"06/20/2010",01:44:00,NA,NA,"06/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"OUTSIDE",NA,NA,NA,1000980,231749,40.802765805,-73.939572343,"(40.802765805, -73.939572343)"
"2276",408306887,"06/20/2010",01:33:00,NA,NA,"06/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1010081,186326,40.678069114,-73.906873781,"(40.678069114, -73.906873781)"
"2277",289623035,"06/19/2010",03:09:00,NA,NA,"06/19/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"OUTSIDE",NA,NA,NA,1017562,257208,40.872596365,-73.879551428,"(40.872596365, -73.879551428)"
"2278",654828297,"06/19/2010",02:50:00,NA,NA,"06/19/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,1003083,172738,40.640790702,-73.932141379,"(40.640790702, -73.932141379)"
"2279",252968694,"06/17/2010",22:11:00,NA,NA,"06/17/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",49,"OUTSIDE",NA,NA,NA,1020444,254812,40.866008735,-73.869143605,"(40.866008735, -73.869143605)"
"2280",311822108,"06/16/2010",23:57:00,NA,NA,"06/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",41,"OUTSIDE",NA,NA,NA,1012978,236701,40.816326803,-73.896214158,"(40.816326803, -73.896214158)"
"2281",382021117,"06/16/2010",14:50:00,NA,NA,"06/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1029120,255516,40.867901162,-73.837771251,"(40.867901162, -73.837771251)"
"2282",488486858,"06/15/2010",05:35:00,NA,NA,"06/15/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",72,"OUTSIDE",NA,NA,NA,981530,173860,40.643889954,-74.009802745,"(40.643889954, -74.009802745)"
"2283",620156950,"06/14/2010",21:52:00,NA,NA,"06/14/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE",NA,NA,NA,1001808,191102,40.691198417,-73.936687702,"(40.691198417, -73.936687702)"
"2284",518287623,"06/13/2010",18:30:00,NA,NA,"06/13/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1011702,180522,40.662133559,-73.901053284,"(40.662133559, -73.901053284)"
"2285",996579830,"06/13/2010",03:00:00,NA,NA,"06/13/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"OUTSIDE",NA,NA,NA,961140,165608,40.621210232,-74.083248193,"(40.621210232, -74.083248193)"
"2286",320415824,"06/12/2010",22:20:00,NA,NA,"06/12/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",71,"INSIDE",NA,NA,NA,1000960,179894,40.660436625,-73.939773355,"(40.660436625, -73.939773355)"
"2287",326642925,"06/12/2010",01:22:00,NA,NA,"06/12/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1025694,265286,40.894733487,-73.850097689,"(40.894733487, -73.850097689)"
"2288",683992701,"06/22/1989",21:30:00,NA,NA,"06/10/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",84,"OUTSIDE",NA,NA,NA,989005,191985,40.693638185,-73.982854399,"(40.693638185, -73.982854399)"
"2289",521267109,"06/09/2010",20:45:00,NA,NA,"06/09/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",60,"OUTSIDE",NA,NA,NA,984113,148364,40.573909069,-74.00049459,"(40.573909069, -74.00049459)"
"2290",120072589,"06/09/2010",01:22:00,NA,NA,"06/09/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",49,"OUTSIDE",NA,NA,NA,1020669,255027,40.866597918,-73.868328961,"(40.866597918, -73.868328961)"
"2291",845183621,"06/08/2010",21:54:00,NA,NA,"06/08/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"INSIDE",NA,NA,NA,1053742,203090,40.723847117,-73.749291813,"(40.723847117, -73.749291813)"
"2292",351652430,"06/06/2010",23:32:00,NA,NA,"06/06/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE",NA,NA,NA,995294,176595,40.651390471,-73.960200798,"(40.651390471, -73.960200798)"
"2293",292451458,"06/06/2010",13:41:00,NA,NA,"06/06/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",50,"OUTSIDE",NA,NA,NA,1011526,257979,40.874733237,-73.901373328,"(40.874733237, -73.901373328)"
"2294",356916888,"06/06/2010",03:21:00,NA,NA,"06/06/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1009281,186911,40.679677104,-73.90975582,"(40.679677104, -73.90975582)"
"2295",971112887,"06/05/2010",20:39:00,NA,NA,"06/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,999446,171582,40.637624716,-73.945249009,"(40.637624716, -73.945249009)"
"2296",993514438,"06/05/2010",17:05:00,NA,NA,"06/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",107,"INSIDE",NA,NA,NA,1037483,200339,40.716409083,-73.80797173,"(40.716409083, -73.80797173)"
"2297",359449630,"06/05/2010",05:53:00,NA,NA,"06/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"INSIDE",NA,NA,NA,1014806,254117,40.864122487,-73.889530698,"(40.864122487, -73.889530698)"
"2298",558457771,"06/04/2010",17:29:00,NA,NA,"06/04/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"INSIDE",NA,NA,NA,1008093,188644,40.684437073,-73.914032848,"(40.684437073, -73.914032848)"
"2299",665416050,"06/04/2010",16:56:00,NA,NA,"06/04/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1009298,177673,40.65432081,-73.909728851,"(40.65432081, -73.909728851)"
"2300",568557283,"06/02/2010",18:46:00,NA,NA,"06/02/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"INSIDE",NA,NA,NA,1014831,255587,40.868157102,-73.889433606,"(40.868157102, -73.889433606)"
"2301",766178204,"06/01/2010",14:07:00,NA,NA,"06/01/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"INSIDE",NA,NA,"ALBANY",1001916,184481,40.673025064,-73.936315613,"(40.673025064, -73.936315613)"
"2302",903745933,"06/01/2010",02:35:00,NA,NA,"06/01/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE",NA,NA,NA,1043367,193115,40.696543603,-73.786809623,"(40.696543603, -73.786809623)"
"2303",192433427,"05/31/2010",03:19:00,NA,NA,"05/31/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE",NA,NA,NA,1009533,192360,40.694632638,-73.908826825,"(40.694632638, -73.908826825)"
"2304",296410032,"05/28/2010",08:38:00,NA,NA,"05/28/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE",NA,NA,NA,1001679,230014,40.798002353,-73.937052045,"(40.798002353, -73.937052045)"
"2305",639120650,"05/27/2010",19:48:00,NA,NA,"05/27/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE",NA,NA,NA,998842,235649,40.813474015,-73.947286365,"(40.813474015, -73.947286365)"
"2306",752381959,"05/26/2010",23:45:00,NA,NA,"05/27/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",76,"OUTSIDE",NA,NA,NA,988162,188235,40.683345707,-73.985896525,"(40.683345707, -73.985896525)"
"2307",522801431,"05/25/2010",19:29:00,NA,NA,"05/25/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1018060,181555,40.66494692,-73.878131316,"(40.66494692, -73.878131316)"
"2308",393735381,"05/25/2010",02:21:00,NA,NA,"05/25/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"INSIDE",NA,NA,NA,1020078,185188,40.674910748,-73.870838018,"(40.674910748, -73.870838018)"
"2309",574334260,"05/24/2010",03:22:00,NA,NA,"05/24/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"INSIDE",NA,NA,NA,1024046,261196,40.883515325,-73.856082831,"(40.883515325, -73.856082831)"
"2310",304764303,"05/23/2010",03:07:00,NA,NA,"05/23/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE",NA,NA,NA,1010713,250854,40.855179754,-73.904341211,"(40.855179754, -73.904341211)"
"2311",776123864,"05/23/2010",03:07:00,NA,NA,"05/23/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE",NA,NA,NA,1010713,250854,40.855179754,-73.904341211,"(40.855179754, -73.904341211)"
"2312",273094566,"05/23/2010",02:12:00,NA,NA,"05/23/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"OUTSIDE",NA,NA,NA,1049893,181010,40.663272238,-73.763393129,"(40.663272238, -73.763393129)"
"2313",221024244,"05/22/2010",13:42:00,NA,NA,"05/22/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"OUTSIDE",NA,NA,NA,995108,175859,40.649370541,-73.960872294,"(40.649370541, -73.960872294)"
"2314",352459822,"05/22/2010",01:15:00,NA,NA,"05/22/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","QUEENS",114,"OUTSIDE",NA,NA,"QUEENSBRIDGE NORTH",999925,214507,40.755443005,-73.943423246,"(40.755443005, -73.943423246)"
"2315",689713665,"05/20/2010",23:40:00,NA,NA,"05/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"INSIDE",NA,NA,NA,1006574,237904,40.819647203,-73.91934624,"(40.819647203, -73.91934624)"
"2316",668857345,"05/20/2010",19:50:00,NA,NA,"05/20/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1019103,188512,40.684038259,-73.874335792,"(40.684038259, -73.874335792)"
"2317",377538193,"05/19/2010",17:00:00,NA,NA,"05/19/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE",NA,NA,NA,1000808,247607,40.846291833,-73.94015448,"(40.846291833, -73.94015448)"
"2318",948355345,"05/19/2010",10:56:00,NA,NA,"05/19/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE",NA,NA,NA,995996,183938,40.671544484,-73.957658122,"(40.671544484, -73.957658122)"
"2319",407716408,"05/17/2010",03:01:00,NA,NA,"05/17/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"OUTSIDE",NA,NA,"MARINER'S HARBOR",939355,169182,40.630936485,-74.161745673,"(40.630936485, -74.161745673)"
"2320",236904910,"05/16/2010",21:25:00,NA,NA,"05/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1009591,185200,40.674979915,-73.908644594,"(40.674979915, -73.908644594)"
"2321",722711230,"05/16/2010",21:24:00,NA,NA,"05/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",109,"OUTSIDE",NA,NA,NA,1031280,215118,40.757008865,-73.830244708,"(40.757008865, -73.830244708)"
"2322",989119302,"05/16/2010",05:25:00,NA,NA,"05/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"OUTSIDE",NA,NA,NA,1010064,190678,40.690014406,-73.9069184,"(40.690014406, -73.9069184)"
"2323",239145758,"05/16/2010",04:09:00,NA,NA,"05/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",61,"INSIDE",NA,NA,NA,1001352,156950,40.59745944,-73.938418599,"(40.59745944, -73.938418599)"
"2324",915996084,"05/16/2010",04:09:00,NA,NA,"05/16/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",61,"INSIDE",NA,NA,NA,1001352,156950,40.59745944,-73.938418599,"(40.59745944, -73.938418599)"
"2325",300009090,"05/15/2010",23:35:00,NA,NA,"05/15/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",49,"OUTSIDE",NA,NA,NA,1026495,256639,40.870996402,-73.847254998,"(40.870996402, -73.847254998)"
"2326",743244128,"05/15/2010",04:02:00,NA,NA,"05/15/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1021504,257486,40.873343631,-73.865296361,"(40.873343631, -73.865296361)"
"2327",521689285,"05/15/2010",01:18:00,NA,NA,"05/15/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",105,"OUTSIDE",NA,NA,NA,1048119,179878,40.660178132,-73.769798154,"(40.660178132, -73.769798154)"
"2328",173065485,"05/13/2010",16:19:00,NA,NA,"05/13/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE",NA,NA,NA,995727,190315,40.689048256,-73.958616984,"(40.689048256, -73.958616984)"
"2329",100435375,"05/10/2010",15:55:00,NA,NA,"05/10/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1009281,186911,40.679677104,-73.90975582,"(40.679677104, -73.90975582)"
"2330",837469592,"05/09/2010",01:58:00,NA,NA,"05/09/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"INSIDE",NA,NA,NA,1009853,247503,40.845984791,-73.907462791,"(40.845984791, -73.907462791)"
"2331",942710309,"05/09/2010",01:58:00,NA,NA,"05/09/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"INSIDE",NA,NA,NA,1009853,247503,40.845984791,-73.907462791,"(40.845984791, -73.907462791)"
"2332",869828488,"05/06/2010",20:54:00,NA,NA,"05/06/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"OUTSIDE",NA,NA,NA,1051628,160269,40.606329777,-73.757346493,"(40.606329777, -73.757346493)"
"2333",477219417,"05/05/2010",23:02:00,NA,NA,"05/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE",NA,NA,NA,1006605,254113,40.864136085,-73.91918021,"(40.864136085, -73.91918021)"
"2334",923781519,"05/05/2010",06:00:00,NA,NA,"05/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",88,"OUTSIDE",NA,NA,NA,995701,187889,40.682389474,-73.958714859,"(40.682389474, -73.958714859)"
"2335",849675081,"05/05/2010",03:46:00,NA,NA,"05/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",102,"OUTSIDE",NA,NA,NA,1031814,192175,40.694033158,-73.82847937,"(40.694033158, -73.82847937)"
"2336",977633949,"10/01/1989",23:00:00,NA,NA,"05/05/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1025927,261467,40.884250452,-73.849278693,"(40.884250452, -73.849278693)"
"2337",425230783,"04/24/2010",00:10:00,NA,NA,"04/24/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"OUTSIDE",NA,NA,NA,996274,233156,40.80663529,-73.956567991,"(40.80663529, -73.956567991)"
"2338",847311001,"05/03/2010",09:00:00,NA,NA,"05/03/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",106,"OUTSIDE",NA,NA,NA,1024766,186938,40.679693882,-73.853926831,"(40.679693882, -73.853926831)"
"2339",249354075,"05/02/2010",19:13:00,NA,NA,"05/02/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",69,"OUTSIDE",NA,NA,NA,1013655,177161,40.652902087,-73.89402854,"(40.652902087, -73.89402854)"
"2340",418241040,"04/08/2010",10:00:00,NA,NA,"04/08/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"OUTSIDE",NA,NA,NA,1023337,262851,40.888060945,-73.858637203,"(40.888060945, -73.858637203)"
"2341",949833164,"04/28/2010",19:18:00,NA,NA,"04/28/2010",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",69,"INSIDE",NA,NA,NA,1008301,171275,40.636762449,-73.913344831,"(40.636762449, -73.913344831)"
